City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
379,knyaze-volkonskoye,48.4642,135.4567,9.19,88,100,2.24,RU,1696266169
380,alamos,27.0167,-108.9333,30.05,62,75,1.79,MX,1696266169
381,tyuratam,45.6507,63.3156,15.77,40,0,1.4,KZ,1696266169
382,rosarito,32.3333,-117.0333,20.04,67,3,2.1,MX,1696266008
383,bad salzungen,50.8167,10.2333,21.49,72,66,2.28,DE,1696266169
384,mejit,10.2753,170.8646,28.48,79,90,7.07,MH,1696266169
386,berastagi,3.1929,98.5092,16.15,97,100,1.09,ID,1696266170
387,tinajo,29.0788,-13.7081,25.49,83,0,6.17,ES,1696266170
388,la tuque,47.4334,-72.7824,18.14,59,32,1.03,CA,1696266170
389,fernie,49.5,-115.0687,11.05,86,98,1.74,CA,1696266163
391,ploudalmezeau,48.5333,-4.65,18.29,94,100,5.66,FR,1696266171
393,usinsk,65.9939,57.5281,5.6,93,100,7.15,RU,1696266171
394,kolonia town,6.964,158.206,28.86,73,19,1.85,FM,1696266171
395,kumla,59.1277,15.1434,14.63,88,20,3.6,SE,1696266171
396,saint-louis,16.3333,-15.0,41.8,16,54,1.65,SN,1696266171
397,pangody,65.85,74.4859,9.35,93,100,7.89,RU,1696265991
399,st. john's,47.5649,-52.7093,16.75,82,75,3.6,CA,1696266005
400,jalai nur,49.45,117.7,11.15,54,100,4.65,CN,1696266172
401,mount pearl,47.5166,-52.7813,16.36,81,75,3.6,CA,1696266172
402,shahritus,37.2637,68.1385,20.32,19,0,1.4,TJ,1696266172
404,mikhaylov,54.2292,39.0186,12.71,61,86,1.43,RU,1696266173
406,bikenibeu village,1.3673,173.1241,28.98,79,20,2.06,KI,1696266173
409,yung shue wan,22.2333,114.1167,28.75,80,81,4.95,HK,1696266173
410,kayangel,8.0823,134.7173,28.12,76,67,2.6,PW,1696266174
411,ulaangom,49.9811,92.0667,6.26,67,1,0.12,MN,1696266078
412,chernyshevskiy,63.0128,112.4714,-3.7,89,70,2.67,RU,1696266174
413,verkhneyarkeyevo,55.4505,54.3145,15.39,58,100,5.39,RU,1696266174
415,nuuk,64.1835,-51.7216,3.34,81,75,3.09,GL,1696266174
417,kardla,58.9978,22.7492,13.36,92,100,4.68,EE,1696266174
418,phariha,27.3167,78.4833,27.02,39,38,2.17,IN,1696266174
420,margate,51.3813,1.3862,20.73,89,96,1.34,GB,1696265985
422,gorzow wielkopolski,52.7368,15.2288,18.24,79,100,2.21,PL,1696266175
423,pemangkat,1.1667,108.9667,26.14,83,80,3.79,ID,1696266175
425,saudarkrokur,65.7461,-19.6394,4.01,87,100,6.07,IS,1696266175
426,pasuquin,18.3328,120.6177,26.46,86,100,0.96,PH,1696266176
427,kyzyl-mazhalyk,51.1333,90.6,6.62,52,0,0.89,RU,1696266176
428,amos,48.5669,-78.1162,22.79,63,84,5.31,CA,1696266005
430,manaure,11.7751,-72.4445,31.71,61,49,4.4,CO,1696266176
434,fang,19.9169,99.2145,22.34,98,41,0.77,TH,1696266177
435,malkara,40.89,26.9011,17.34,53,35,5.23,TR,1696266177
436,merizo village,13.2658,144.6691,26.85,93,56,5.1,GU,1696266177
437,bajil,15.0584,43.2851,33.23,50,4,2.16,YE,1696266178
438,loen,7.7601,168.2307,28.43,78,34,2.48,MH,1696266178
439,guerrero negro,27.9769,-114.0611,20.72,54,24,7.48,MX,1696266082
440,abalak,58.1286,68.5944,11.79,66,99,5.19,RU,1696266178
445,levuka,50.1834,-105.4011,11.84,72,95,4.65,CA,1696266178
446,dawei,14.0833,98.2,24.29,94,89,0.7,MM,1696266179
447,kars,40.602,43.095,10.25,87,75,4.12,TR,1696266179
448,happy valley-goose bay,53.3168,-60.3315,12.17,54,75,6.17,CA,1696266179
449,fabens,31.5023,-106.1586,30.71,36,93,6.09,US,1696266179
450,khorugh,37.4897,71.553,10.94,49,12,1.82,TJ,1696265901
451,kloulklubed,7.0419,134.2556,26.28,75,62,2.05,PW,1696266179
452,san patricio,28.017,-97.5169,29.4,68,38,6.52,US,1696266179
453,pizarro,4.9533,-77.366,27.78,81,100,3.19,CO,1696266180
454,wajir,1.7471,40.0573,32.98,38,20,4.12,KE,1696266180
455,merritt island,28.5392,-80.672,30.05,65,0,7.72,US,1696266180
457,susanville,40.4163,-120.653,12.68,55,0,0.89,US,1696266180
458,soto la marina,23.7667,-98.2167,33.32,50,6,2.05,MX,1696266180
459,olaine,56.7853,23.9381,14.98,82,75,3.09,LV,1696266180
460,hammerfest,70.6634,23.6821,2.25,87,75,0.0,NO,1696266062
461,tra vinh,9.9347,106.3453,23.91,97,100,3.02,VN,1696266180
462,kralendijk,12.15,-68.2667,33.99,55,40,4.12,BQ,1696266071
463,tazacorte,28.629,-17.9293,25.54,78,0,4.12,ES,1696266181
464,brookings,44.3114,-96.7984,30.19,45,0,10.8,US,1696266182
467,brisas de zicatela,15.8369,-97.0419,30.29,58,75,0.0,MX,1696266183
469,lanzhou,36.0564,103.7922,16.07,74,92,0.95,CN,1696266185
471,funadhoo,6.15,73.2667,27.04,83,100,7.27,MV,1696266188
473,pitea,65.3172,21.4794,7.05,94,100,1.9,SE,1696266190
475,sunne,59.8376,13.143,13.23,87,100,2.05,SE,1696266192
476,kudahuvadhoo,2.6708,72.8944,28.09,78,96,5.23,MV,1696265933
478,port said,31.2565,32.2841,26.99,57,100,4.63,EG,1696266194
479,zaozersk,69.4005,32.4476,2.03,80,96,4.72,RU,1696266048
480,kerur,16.0167,75.5667,22.74,82,64,3.44,IN,1696266197
481,cole harbour,44.6724,-63.4751,22.2,52,1,7.2,CA,1696266198
482,okha,53.5739,142.9478,8.04,94,100,9.44,RU,1696266199
483,glendive,47.1053,-104.7125,14.27,94,100,2.06,US,1696266200
484,campbell river,50.0163,-125.2446,11.74,100,100,1.03,CA,1696266202
485,monte argentario,42.4345,11.1195,22.57,65,5,1.85,IT,1696266203
488,mitu,1.1983,-70.1733,36.47,37,80,1.16,CO,1696266206
492,siparia,10.1333,-61.5,31.53,65,100,4.42,TT,1696266208
495,pfarrkirchen,48.432,12.9381,19.9,77,48,1.09,DE,1696266210
496,nogliki,51.8333,143.1667,10.75,96,100,11.18,RU,1696266212
498,conduaga,8.862,117.4893,26.63,87,98,3.3,PH,1696266214
503,plastun,44.7561,136.2939,13.94,75,64,3.57,RU,1696266219
504,meulaboh,4.1363,96.1285,24.97,90,99,2.49,ID,1696266219
506,sochaczew,52.2294,20.2384,19.53,74,97,2.96,PL,1696266221
508,salekhard,66.53,66.6019,8.92,79,70,4.47,RU,1696266224
509,ryl'sk,51.5655,34.6822,12.24,58,62,3.48,RU,1696266225
510,phongsali,21.6833,102.1058,16.69,99,44,0.25,LA,1696266226
511,cockburn town,21.4612,-71.1419,30.98,62,20,3.6,TC,1696266226
512,ribeira brava,32.65,-17.0667,27.62,77,4,1.68,PT,1696266227
513,vedaraniyam,10.3667,79.85,27.65,84,16,12.19,IN,1696266228
515,visakhapatnam,17.69,83.2093,27.94,94,20,3.6,IN,1696266230
517,puan,35.7281,126.7319,13.94,67,31,2.02,KR,1696266221
518,belyy yar,53.6039,91.3903,1.94,93,82,2.0,RU,1696266233
520,berezovyy,51.6667,135.7,6.78,90,100,0.85,RU,1696266234
521,mogocha,53.7333,119.7667,8.75,65,100,1.34,RU,1696266235
522,astrakhan,46.3497,48.0408,18.83,72,0,3.13,RU,1696266235
524,hafnarfjordur,64.0671,-21.9377,10.0,66,20,7.72,IS,1696266236
526,bucerias,20.75,-105.3333,32.21,66,75,0.0,MX,1696266197
528,ahlat,38.7518,42.4814,11.72,70,55,1.37,TR,1696266241
530,holualoa,19.6228,-155.9522,23.26,76,40,3.13,US,1696266240
532,mugia,43.1041,-9.2179,22.87,87,100,4.93,ES,1696266045
533,gadzhiyevo,69.2551,33.3362,2.56,70,92,5.32,RU,1696266246
534,porto novo,6.4965,2.6036,28.9,73,63,3.49,BJ,1696266247
535,jabat,7.75,168.9751,28.11,78,34,2.33,MH,1696266249
538,adrar,20.5022,-10.0711,38.12,9,21,0.91,MR,1696266251
540,wanning,18.8003,110.3967,26.81,89,56,1.06,CN,1696266254
541,tanumah,27.1,44.1333,33.14,12,61,2.32,SA,1696266255
542,riversdale,18.1659,-76.9642,33.97,50,74,1.16,JM,1696266256
